company_id,company_name,broad_sector,sub_sector,year,net_profit_margin_pct_final,operating_profit_margin_pct_final,return_on_equity_pct_final,return_on_assets_pct,return_on_capital_employed_pct,debt_to_equity_final,interest_coverage_final,debt_to_assets_pct,borrowings_to_equity_pct,asset_turnover_final,sales_to_assets,sales_to_fixed_assets,free_cash_flow_cr_final,cash_from_operations_cr_final,fcf_margin_pct,cfo_to_net_profit,capex_to_sales_pct,pe_ratio_final,pb_ratio_final,ev_ebitda_final,dividend_yield_pct_final,market_cap_crore_final,enterprise_value_crore_final,earnings_per_share_final,book_value_per_share_final,dividend_payout_ratio_pct_final,sales_growth_pct,net_profit_growth_pct,eps_growth_pct,market_cap_growth_pct,total_assets_final,total_liabilities_final,reserves_final,borrowings_final,health_score,health_band
HAL,Hindustan Aeronautics Ltd,Industrials,Defence & Aerospace,2024-03,25.0,32.0,3816.58,1687.7777777777776,3018.266253869969,0.6181,270.8837,27.33333333333333,61.80904522613066,67.5133,67.51333333333334,126.5875,1814.0,8226.0,5.970837036305586,1.083080974325214,21.105296073203647,,,,,,,114.0,3.98,31.0,12.823083778966126,30.70039580106694,31.034482758620683,,450.0,450.0,194.0,123.0,51.99,Average
HINDALCO,Hindalco Industries Ltd,Materials,Metals & Mining,2024-03,4.7,23872.0,9.57,4.401381743475944,118.20777590429655,0.5309,126.4654,24.425826640603667,53.09290976579428,0.936,0.9360228499109322,1.931508809587693,9789.0,24056.0,4.532741871255128,2.368882323978336,6.606254804085904,,,,,,,45.0,47.8135,8.0,-3.2436985331672608,0.5744280479350383,0.0,,230723.0,230723.0,105924.0,56356.0,51.84,Average
INDIGO,Interglobe Aviation Ltd,Consumer Discretionary,Airlines,2024-03,11.85,16331.0,892.57,668.3306055646481,5640.87982832618,0.0186,22.6126,1.391162029459902,1.8579234972677596,56.3863,56.38625204582652,125.73722627737226,9424.0,21183.0,13.676999883896436,2.593730868127832,17.065772669220944,,,,,,,212.0,1.9062,0.0,26.55475149689601,-2676.340694006309,-2750.0,,1222.0,1222.0,867.0,17.0,51.36,Average
HINDUNILVR,"Hindustan Unilever Ltd
",Consumer Staples,FMCG,2024-03,16.61,14659.0,20.07,13.099924830230988,89.63037455884027,0.029,57.847,1.890710800239524,2.897418876176344,0.7886,0.7885945801322478,1.1516820482286394,10145.0,15469.0,16.39039679462324,1.504473837774752,8.601525138942742,,,,,,,44.0,21.7949,96.0,2.172334103664575,1.370403233757278,2.3255813953488413,,78489.0,78489.0,50983.0,1484.0,49.94,Average
RELIANCE,"Reliance Industries Ltd
",Energy,Conglomerates,2024-03,8.790000000000001,18.0,9.96,4.502440958879758,12.974182257168223,0.5785,7.7289,26.152618048053387,57.84524141094746,0.5123,0.5122600635424216,1.1526388327980666,45207.0,158788.0,5.028357994796678,2.00946595798532,12.633572884885115,,,,,,,51.0,11.7275,10.0,2.58387760783938,6.65694849368319,4.081632653061229,,1755048.0,1755048.0,786715.0,458991.0,47.88,Weak
TATAMOTORS,Tata Motors Ltd,Consumer Discretionary,Automobiles,2024-03,7.26,14.0,37.46,8.607629877598297,30.98016973582196,1.2631,6.5302,29.02730832618444,126.31244259167669,1.1851,1.1851234435931923,3.6107350455538607,45133.0,67915.0,10.306032041796826,2.135221806520577,5.2022250232915,,,,,,,94.0,11.0859,7.0,26.58085886804233,1082.416356877323,1242.857142857143,,369521.0,369521.0,84152.0,107262.0,47.87,Weak
ONGC,Oil & Natural Gas Corpn Ltd,Energy,Oil & Gas Exploration,2024-03,9.66,17.0,16.94,8.044955154739396,20.9759898500972,0.4544,11.3613,21.581658387035876,45.444863084819175,0.8332,0.8332173339682772,1.9815314922902687,42060.0,99263.0,7.111985877483108,1.7383758603176829,9.672537521390066,,,,,,,39.0,5.3588,31.0,-6.467749817726332,74.20525962535847,39.28571428571428,,709774.0,709774.0,330780.0,153181.0,47.81,Weak
HEROMOTOCO,"Hero MotoCorp Ltd
",Consumer Discretionary,Two Wheelers,2024-03,9.9,5235.0,21.14,14.30810996826368,177.83240467606248,0.0342,47.2685,2.3171337896226056,3.423922255494661,1.4449,1.4449202768324858,6.063703465982028,3095.0,4923.0,8.190214083463442,1.3156066274719402,4.8373865410569215,,,,,,,187.0,44.2475,75.0,10.630013466830611,33.64285714285715,32.62411347517731,,26153.0,26153.0,17659.0,606.0,47.81,Weak
IOC,"Indian Oil Corporation
",Energy,Oil & Gas Refining,2024-03,5.56,10.0,23.53,8.941893540895371,23.93527483514953,0.7231,10.2823,27.47724697161491,72.30954600718582,1.6084,1.6084096601703397,3.961020010408269,39635.0,71099.0,5.1052872923622274,1.6472973286068442,4.052800791393595,,,,,,,30.0,1.3318,40.0,-7.769947585761194,268.7713602187286,328.57142857142856,,482683.0,482683.0,169645.0,132628.0,47.73,Weak
ICICIGI,ICICI Lombard General Insurance Company Ltd,Financials,General Insurance,2024-03,9.37,2577.0,15.72,3.031212484993997,146.3235294117647,0.0029,160.0268,0.0552852720035382,0.2867677181482999,0.3236,0.3236083907247109,22.029032258064515,486.0,2407.0,2.3722360521306194,1.2542991141219386,9.37667789329819,,,,,,,39.0,2.4757,28.0,14.606175878272554,10.989010989010994,11.428571428571432,,63308.0,63308.0,11712.0,35.0,47.35,Weak
BPCL,Bharat Petroleum Corporation Ltd,Energy,Oil & Gas Refining,2024-03,5.99,10.0,35.51000000000001,13.26907686075349,33.84830382235054,0.7219,11.3555,26.973391694414527,72.18747934157467,2.2137,2.213651947949293,5.162365492292449,25415.0,35936.0,5.671940243213869,1.3379500353698943,2.3480024906099985,,,,,,,62.0,3.541,33.0,-5.305302132138035,1160.3941811356171,1140.0,,202418.0,202418.0,73499.0,54599.0,47.33,Weak
LT,Larsen & Toubro Ltd,Industrials,Engineering & Construction,2024-03,7.03,14.0,77.66999999999999,56.44423467905896,135.20916334661354,0.1035,3.5442,7.518878884693581,10.345688880007993,8.0276,8.027628521638107,44.39128689018269,20445.0,18266.0,9.24640342268433,1.1748890461182222,0.9854689683555468,,,,,,,95.0,66.7267,36.0,20.602047550738774,24.06831058973744,26.66666666666666,,27544.0,27544.0,19988.0,2071.0,47.27,Weak
BHARTIARTL,Bharti Airtel Ltd,Communication Services,Telecommunications,2024-03,5.71,52.0,10.36,1.936115868322403,26.306823336503022,2.6095,3.3055,48.77437395225092,260.9472397390431,0.3393,0.3393112060793767,0.4944956034064945,27809.0,78898.0,18.54155832033177,9.21921009581678,34.063420943846594,,,,,,,13.0,2.8717,62.0,7.788278414603478,-30.349149507609678,-13.33333333333333,,442019.0,442019.0,79742.0,215592.0,47.25,Weak
POWERGRID,Power Grid Corporation of India Ltd,Energy,Power Transmission,2024-03,33.97,87.0,17.87,6.208612241806171,18.9052553628816,1.4173,4.603,49.24310984774488,141.73456039290386,0.1828,0.1827659481160471,0.2578912134832725,24176.0,37290.0,52.73651375346291,2.394528992486997,28.606330301245556,,,,,,,17.0,0.937,67.0,0.526281165712783,0.9922178988326812,0.0,,250829.0,250829.0,77845.0,123516.0,47.24,Weak
HCLTECH,HCL Technologies Ltd,Information Technology,IT Services,2024-03,14.29,22.0,23.01,15.867725188372422,32.690722902959976,0.0844,46.4611,5.815809142880229,8.435023365512796,1.1102,1.1101650405025958,3.1347289165216896,15840.0,22448.0,14.411398105774568,1.428898790579249,6.012027694631208,,,,,,,58.0,12.5715,90.0,8.335633180886305,5.8268777366116575,5.454545454545445,,99006.0,99006.0,67720.0,5758.0,47.13,Weak
SUNPHARMA,Sun Pharmaceuticals Industries Ltd,Healthcare,Pharmaceuticals,2024-03,19.82,28.0,15.09,11.2650630655976,19.446975695015013,0.0514,58.3319,3.837858114127632,5.142381453500244,0.5685,0.5684929901064378,2.08939726853647,11372.0,12135.0,23.448873126172757,1.2627471383975026,1.5732931933934058,,,,,,,40.0,26.5279,34.0,10.506767534065542,12.88617408669095,14.28571428571428,,85308.0,85308.0,63427.0,3274.0,47.01,Weak
