company_id,company_name,alert_reason
RECLTD,REC Ltd,High Debt
RECLTD,REC Ltd,High Debt
RECLTD,REC Ltd,High Debt
RECLTD,REC Ltd,High Debt
RECLTD,REC Ltd,High Debt
RECLTD,REC Ltd,High Debt
RECLTD,REC Ltd,High Debt
RECLTD,REC Ltd,High Debt
RECLTD,REC Ltd,High Debt
RECLTD,REC Ltd,High Debt
RECLTD,REC Ltd,High Debt
SHRIRAMFIN,"Shriram Finance Ltd
",High Debt
SHRIRAMFIN,"Shriram Finance Ltd
",High Debt
SHRIRAMFIN,"Shriram Finance Ltd
",High Debt
SHRIRAMFIN,"Shriram Finance Ltd
",High Debt
SHRIRAMFIN,"Shriram Finance Ltd
",High Debt
SHRIRAMFIN,"Shriram Finance Ltd
",High Debt
SHRIRAMFIN,"Shriram Finance Ltd
",High Debt
SHRIRAMFIN,"Shriram Finance Ltd
",High Debt
SHRIRAMFIN,"Shriram Finance Ltd
",High Debt
SHRIRAMFIN,"Shriram Finance Ltd
",High Debt
SHRIRAMFIN,"Shriram Finance Ltd
",High Debt
SHRIRAMFIN,"Shriram Finance Ltd
",High Debt
TATAMOTORS,Tata Motors Ltd,High Debt
TATAMOTORS,Tata Motors Ltd,High Debt
TATAMOTORS,Tata Motors Ltd,High Debt
TATAPOWER,"Tata Power Company Ltd
",High Debt
TATAPOWER,"Tata Power Company Ltd
",High Debt
TATAPOWER,"Tata Power Company Ltd
",High Debt
TATAPOWER,"Tata Power Company Ltd
",High Debt
TATAPOWER,"Tata Power Company Ltd
",High Debt
TATAPOWER,"Tata Power Company Ltd
",High Debt
TATAPOWER,"Tata Power Company Ltd
",High Debt
TATAPOWER,"Tata Power Company Ltd
",High Debt
TATAPOWER,"Tata Power Company Ltd
",High Debt
TATAPOWER,"Tata Power Company Ltd
",High Debt
TATASTEEL,"Tata Steel Ltd
",High Debt
TATASTEEL,"Tata Steel Ltd
",High Debt
TATASTEEL,"Tata Steel Ltd
",High Debt
TATASTEEL,"Tata Steel Ltd
",High Debt
TVSMOTOR,TVS Motor Company Ltd,High Debt
TVSMOTOR,TVS Motor Company Ltd,High Debt
TVSMOTOR,TVS Motor Company Ltd,High Debt
TVSMOTOR,TVS Motor Company Ltd,High Debt
TVSMOTOR,TVS Motor Company Ltd,High Debt
TVSMOTOR,TVS Motor Company Ltd,High Debt
TVSMOTOR,TVS Motor Company Ltd,High Debt
